uniprot_id,mb_n_zn,mb_n_cys_coordinating,mb_coord_per_zn,mb_mean_zn_s_dist,mb_std_zn_s_dist,mb_mean_szns_angle,mb_tetrahedral_dev,mb_mean_zn_zn_dist,mb_min_zn_zn_dist,mb_rg_zn_cluster,mb_rg_protein,mb_metal_protein_offset,mb_n_residues
Q1W1H4,6,11,1.833,2.3083,0.3124,118.626,9.156,7.3805,2.0901,5.3552,11.4938,3.3355,60
Q26496,7,19,2.714,2.3674,0.2357,108.655,0.815,8.683,2.6665,6.3923,10.5825,2.2575,67
Q26497,7,15,2.143,2.3968,0.2891,107.41,2.06,7.826,2.7391,5.7108,10.2254,1.8348,67
Q27287,7,17,2.429,2.4193,0.236,112.651,3.181,7.828,3.1258,5.6877,9.9658,1.213,65
Q2TU61,7,16,2.286,2.2379,0.2491,112.487,3.017,10.775,2.7488,8.2252,11.9378,1.4948,76
Q3YAF6,6,18,3.0,2.4013,0.2555,110.487,1.017,6.5969,3.1606,4.6927,10.074,0.9435,62
Q4QY82,7,21,3.0,2.3971,0.2477,111.128,1.658,11.1027,3.2158,8.4355,11.5719,2.0658,60
Q4SKC7,7,19,2.714,2.3522,0.2961,109.131,0.339,10.4581,2.823,7.903,12.1075,1.3813,69
Q4SKC8,7,16,2.286,2.2671,0.2458,121.212,11.742,11.0809,2.9884,8.3991,11.6507,1.7911,60
Q53ZD1,7,22,3.143,2.3656,0.3243,112.017,2.547,11.3067,3.0659,8.6501,12.288,1.5468,75
Q53ZD2,7,19,2.714,2.3567,0.2462,112.97,3.5,11.2881,2.5916,8.6276,12.1772,1.3065,75
Q548Y2,6,15,2.5,2.2823,0.2702,110.091,0.621,8.3929,2.5712,6.1359,9.5321,1.579,58
Q548Y3,6,15,2.5,2.4498,0.2697,110.531,1.061,6.5249,2.8225,4.6637,9.4714,2.0356,59
Q58NQ8,6,8,1.333,2.4111,0.2235,92.492,16.978,9.5274,2.2575,7.0685,10.5888,1.2239,62
Q5K4A5,8,21,2.625,2.4234,0.212,108.939,0.531,10.595,2.759,8.0146,10.9475,1.9875,69
Q5K4A6,8,16,2.0,2.3987,0.2356,109.982,0.512,10.4728,2.8191,7.9294,10.958,1.8118,69
Q5K4A7,7,19,2.714,2.4573,0.2721,109.281,0.189,11.3915,2.7873,8.7112,11.4548,1.5318,73
Q5K4A9,7,21,3.0,2.3743,0.2066,111.428,1.958,11.8767,2.8688,9.1185,11.6352,0.8676,73
Q697L7,7,17,2.429,2.3098,0.2909,114.466,4.996,11.3414,2.955,8.6377,11.7957,1.7538,73
Q697L8,8,19,2.375,2.3171,0.2956,113.168,3.698,9.4053,2.8681,7.0518,10.8494,1.2418,72
Q6J1T3,7,21,3.0,2.401,0.2848,108.511,0.959,10.1858,2.8147,7.6809,11.7169,2.0256,68
Q6Q0Z1,7,19,2.714,2.3869,0.3073,115.244,5.774,11.1877,2.9518,8.5551,11.9757,0.8234,77
Q6S4N8,7,22,3.143,2.3382,0.2725,112.624,3.154,11.5709,3.2034,8.7911,11.6678,2.2202,60
Q6VQN8,6,15,2.5,2.3578,0.3067,105.749,3.721,6.4655,2.7608,4.6251,10.0899,2.0973,62
Q6VQN9,6,15,2.5,2.387,0.2905,106.027,3.443,8.8235,2.4171,6.5416,10.7415,1.7107,62
Q6VQP5,8,19,2.375,2.4453,0.2988,110.7,1.23,11.6849,2.8511,9.0307,12.4944,1.0241,94
Q6VQP6,4,10,2.5,2.3516,0.2669,116.124,6.654,4.0753,2.8172,2.5635,8.9181,1.5403,43
Q6VQP7,4,10,2.5,2.3876,0.2828,110.589,1.119,4.0002,2.7609,2.5197,8.8675,1.463,43
Q6VQP8,7,22,3.143,2.383,0.1964,110.314,0.844,10.8997,2.6228,8.3212,11.5392,1.3328,75
Q6XUW5,7,20,2.857,2.3168,0.2897,107.292,2.178,12.2676,2.707,9.4474,12.3555,2.273,61
Q70JU7,7,22,3.143,2.353,0.2107,115.24,5.77,10.8134,3.0412,8.1327,11.0925,1.0083,70
Q70JU8,7,18,2.571,2.399,0.2497,111.917,2.447,11.236,2.8993,8.505,11.3431,0.7415,70
Q70JV0,6,18,3.0,2.3487,0.2463,108.711,0.759,11.0531,2.9094,8.1846,11.1623,1.8567,66
Q70JV1,7,22,3.143,2.3287,0.3161,110.899,1.429,11.8235,2.9704,9.0293,11.7436,1.5353,74
Q70JV2,7,18,2.571,2.3147,0.2513,111.482,2.012,12.2548,2.4694,9.4189,12.0704,1.3376,74
Q70WH3,7,20,2.857,2.4359,0.2648,110.474,1.004,12.3252,2.7872,9.4131,11.8846,0.3084,71
Q7YW25,6,16,2.667,2.3545,0.3424,110.138,0.668,7.8702,2.6664,5.7745,10.0443,1.6046,59
Q7YZP1,6,18,3.0,2.4111,0.1969,111.204,1.734,10.812,2.3245,8.0441,11.1455,1.2673,70
Q7ZSY6,7,18,2.571,2.3239,0.2366,115.786,6.316,11.5436,3.172,8.7732,11.9429,1.5714,60
Q7ZZP9,7,16,2.286,2.3666,0.2634,108.998,0.472,10.7667,2.8832,8.1215,11.0996,1.8056,60
Q800D3,7,15,2.143,2.3114,0.2302,122.971,13.501,10.7576,2.9366,8.1033,11.3667,2.008,60
Q86M28,6,14,2.333,2.3517,0.2746,115.246,5.776,6.3315,2.9685,4.4935,9.3697,1.1232,58
Q8AWG1,7,19,2.714,2.3632,0.2677,113.306,3.836,12.0488,3.2873,9.1894,12.2267,2.1935,60
Q8AWG2,7,15,2.143,2.2978,0.2509,106.317,3.153,11.4282,3.0023,8.6969,11.7105,1.8226,60
Q8JHC5,6,14,2.333,2.3645,0.2731,111.463,1.993,11.5904,2.8745,8.6245,11.4843,1.0046,57
Q8MUZ6,6,16,2.667,2.303,0.2943,112.3,2.83,9.5555,2.5384,7.0713,10.8159,1.2785,62
Q8UVY1,7,19,2.714,2.3594,0.2884,110.755,1.285,11.2611,2.9343,8.5737,11.5587,2.1153,60
Q92044,7,18,2.571,2.2817,0.2707,112.632,3.162,10.4259,3.2356,7.8417,11.2447,1.5162,60
Q94550,7,12,1.714,2.3222,0.2918,117.673,8.203,11.2166,2.5802,8.6113,11.5583,0.1676,73
Q95P38,6,13,2.167,2.2472,0.2571,116.416,6.946,8.6621,3.022,6.2636,10.0881,1.9449,58
Q95P49,6,18,3.0,2.2994,0.2419,113.922,4.452,9.9619,3.051,7.3316,10.7062,1.5485,65
Q95P50,6,23,3.833,2.4485,0.1522,109.424,0.046,10.7717,3.3109,7.9134,11.3509,1.7481,67
Q95U91,6,7,1.167,2.3223,0.3602,134.309,24.839,6.7579,2.6055,4.802,9.4749,1.3877,58
Q95U92,6,12,2.0,2.3299,0.3532,110.132,0.662,9.6156,2.5246,7.0292,11.1434,0.9583,58
Q95U93,6,17,2.833,2.4543,0.2406,107.438,2.032,7.705,3.0431,5.5331,10.0689,1.0163,58
Q962G0,9,27,3.0,2.3539,0.2459,111.985,2.515,14.7398,3.1449,11.2265,13.843,1.4831,100
Q966Z5,7,19,2.714,2.399,0.2537,107.926,1.544,8.962,3.0687,6.614,10.7856,1.6732,66
Q967H8,5,15,3.0,2.3928,0.2406,101.015,8.455,4.2249,2.6798,2.7798,8.6514,0.5337,54
Q967T9,7,19,2.714,2.3639,0.2002,109.265,0.205,11.0441,3.1065,8.3706,11.0762,0.4802,70
Q98TC0,5,10,2.0,2.4224,0.2348,110.089,0.619,4.4277,3.0624,2.96,8.5045,0.7485,48
Q98TP9,5,7,1.4,2.3336,0.3544,103.228,6.242,5.6051,3.0,3.7573,8.5192,0.7907,40
Q9BIV4,8,14,1.75,2.4135,0.2688,120.213,10.743,11.05,2.7626,8.5102,11.6672,1.574,80
Q9I9I0,7,19,2.714,2.3889,0.2511,112.17,2.7,11.8682,2.7149,9.0643,11.9897,1.8845,60
Q9IB50,7,14,2.0,2.2413,0.2656,113.993,4.523,11.5153,2.9845,8.7518,11.8299,1.9813,60
Q9N9H0,5,13,2.6,2.3723,0.3186,113.859,4.389,4.7607,2.8532,3.2081,8.6399,1.4679,47
Q9N9H1,6,17,2.833,2.4029,0.2056,113.212,3.742,9.98,2.9684,7.367,10.6226,0.9338,59
Q9N9H2,6,15,2.5,2.3103,0.3114,118.291,8.821,9.2708,2.7596,6.9452,10.5851,0.9626,57
Q9NG19,10,21,2.1,2.2893,0.321,109.968,0.498,13.0171,2.7122,9.6744,12.9879,0.6774,107
Q9PTG9,7,15,2.143,2.2644,0.2896,118.312,8.842,11.5669,3.1547,8.8043,11.9348,2.1446,60
Q9U1N5,7,19,2.714,2.4008,0.306,109.396,0.074,10.9911,2.6782,8.3877,11.9547,1.0474,75
Q9U568,7,18,2.571,2.3272,0.2905,112.709,3.239,10.9688,3.0279,8.2994,11.7073,1.1155,73
Q9U620,7,19,2.714,2.3611,0.2765,111.722,2.252,11.8758,2.6965,9.0772,11.7948,0.7355,64
Q9U623,6,14,2.333,2.4334,0.3,103.443,6.027,8.4487,2.7661,6.1093,9.4946,1.1199,58
R4J2G3,4,13,3.25,2.249,0.307,108.418,1.052,4.214,3.229,2.6623,9.7862,2.5447,46
R9WS48,7,18,2.571,2.3948,0.275,110.286,0.816,6.7629,2.5542,4.8614,9.8204,0.4391,64
S5FPE0,7,19,2.714,2.3617,0.2896,105.065,4.405,8.5529,1.4129,6.2885,10.849,1.7724,74
T2A7H3,7,13,1.857,2.395,0.276,116.749,7.279,12.1289,2.0843,9.5014,12.3883,1.6847,78
T2BQT3,6,15,2.5,2.3291,0.3083,115.676,6.206,8.4241,2.5479,6.1328,10.3385,1.8656,59
U3N546,7,23,3.286,2.3752,0.1731,110.808,1.338,11.2581,3.1133,8.4808,11.3159,1.6905,75
W5U1U9,7,22,3.143,2.3331,0.2243,108.447,1.023,10.9814,2.7079,8.3868,11.2985,1.4105,71
W5U2P4,7,19,2.714,2.4218,0.2877,107.843,1.627,12.0791,3.2736,9.2109,11.5235,0.4749,73
